"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-10","2024","12","10","","8.4","","3.8","","6.1","","11.9","","0.0","","3.5","","0.0","","3.5","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-11","2024","12","11","","5.4","","-1.5","","2.0","","16.0","","0.0","","0.2","","0.0","","0.2","","","","28","","50",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-12","2024","12","12","","-1.4","","-9.1","","-5.3","","23.3","","0.0","","0.0","","0.0","T","0.0","T","","","26","","82",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-13","2024","12","13","","-2.5","","-10.3","","-6.4","","24.4","","0.0","","0.0","","0.0","","0.0","","","","26","","43",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-14","2024","12","14","","0.0","","-11.2","","-5.6","","23.6","","0.0","","0.0","","0.0","","0.0","","","","10","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-15","2024","12","15","","3.2","","-1.9","","0.7","","17.3","","0.0","","0.6","","0.0","T","0.6","","","","11","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-16","2024","12","16","","9.5","","3.1","","6.3","","11.7","","0.0","","11.8","","0.0","","11.8","","","","25","","45",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-17","2024","12","17","","9.3","","2.4","","5.9","","12.1","","0.0","","0.0","T","0.0","","0.0","T","","","27","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-18","2024","12","18","","3.0","","0.1","","1.6","","16.4","","0.0","","0.0","","0.0","T","0.0","T","","","33","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-19","2024","12","19","","0.5","","-3.8","","-1.7","","19.7","","0.0","","0.0","","0.0","T","0.0","T","","","32","","51",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-20","2024","12","20","","-3.1","","-6.3","","-4.7","","22.7","","0.0","","0.0","","4.2","","2.8","","2","","34","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-21","2024","12","21","","-6.3","","-17.0","","-11.7","","29.7","","0.0","","0.0","","0.0","","0.0","","4","","32","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-22","2024","12","22","","-7.7","","-17.9","","-12.8","","30.8","","0.0","","0.0","","0.0","T","0.0","T","1","E","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-23","2024","12","23","","0.3","","-7.7","","-3.7","","21.7","","0.0","","0.0","","6.2","","6.0","","1","","18","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-24","2024","12","24","","1.6","","-2.2","","-0.3","","18.3","","0.0","","0.0","","0.2","","0.2","","8","","33","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-25","2024","12","25","","-1.2","","-3.0","","-2.1","","20.1","","0.0","","0.0","","0.0","","0.0","","7","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-26","2024","12","26","","0.5","","-2.8","","-1.2","","19.2","","0.0","","0.0","","0.0","T","0.0","T","4","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-27","2024","12","27","","2.2","","0.0","","1.1","","16.9","","0.0","","0.0","T","0.0","","0.0","T","4","","7","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-28","2024","12","28","","9.7","","1.3","","5.5","","12.5","","0.0","","0.8","","0.0","","0.8","","0","T","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-29","2024","12","29","","10.3","","2.2","","6.3","","11.7","","0.0","","25.1","","0.0","","25.1","","","","19","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-30","2024","12","30","","9.5","","2.0","","5.8","","12.2","","0.0","","1.2","","0.0","","1.2","","","","18","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2024-12-31","2024","12","31","","4.2","","-0.8","","1.7","","16.3","","0.0","","1.6","","0.0","","1.6","","","","36","","41",""
